review,class,sentiment,confidence
"My husband and I want to give six stars!!!!  We've driven by this place for a year, and always talked about going in....SO sorry we waited so long!!!  Very pretty little place.  The service was great and very warm.  I had the butternut squash ravioli and in was in heaven for every single bite!!!  We will be back often and plan to take my daughter next time.  I don't think they have a kid's menu, but our server said they could do spaghetti and meatballs or fettucine with chicken.  Perfect.  Thank you Jennife",LABEL_2,Positive,0.9835361242294312
"I'm still laughing reading poor Maribeth's review below; I think maybe her ex DID pay someone to play an awful joke on her.  Like drugging her and taking her to Wendy's and telling her she was at Salute.  This place is the best little neighborhood secret ever and I only hope everyone reads and believes Maribeth's review so I can still get a table on Friday nights without making a reservation.
",LABEL_2,Positive,0.4450940787792206
"My husband and I have been here several times, both for large functions and on our own.  What we always notice is how attentive the wait staff is.  And they really seem to care about our dining experience.  Of the appetizers, we love the antipasto, stuff mushrooms and seafood salad.  The butternut squash ravioli is awesome, as is everything we've tried.  The strip mall location isn't particularly appealing, but the good food and excellent service will keep us coming back.
",LABEL_2,Positive,0.9843348860740662
"Very, very good. Top notch calamari and scampi appetizers. Excellent garlic bread.Entrees were eggplant parm- great; lasagna- excellent; orange roughy with capers and artichokes-amazing and cheese tortellini with 4 cheese sauce- also great.Perfect service- a really on the ball waiter. Close to Hilton Tapatio  Cliffs too.Cozy place, nicely lit made you forget about the strip mall locale.
",LABEL_2,Positive,0.9836967587471008
"Saturday night at Salutes is a real treat.  The live jazz duo sings quietly and adds to the ambience of this local gem.  The staff is always friendly and makes some reference to your last trip which makes you feel special.  And speaking of special...their chicken florentine special was mouth-watering.  I'm sure the bottle of Chianti helped...but just LOVED the experience.
",LABEL_2,Positive,0.989941418170929
"Went with family last night...loved it! Our server, Julie, was excellent- extremely friendly and attentive to our table. The stuffed mushroom and shrimp scampi appetizers were delicious...excellent for dipping the really good garlic bread in the sauces. :) My daughter said that the fettuccine alfredo (not on the menu, but offered) was the best she's ever tasted. The butternut squash ravioli was very rich (almost too rich) but quite tasty. The guys both got the crab and shrimp stuffed ravioli with walnut cre",LABEL_2,Positive,0.9916692972183228
"I've been waiting to change from four stars to five and tonights dining experience did it.  The staff always makes us feel like one of their family and tonight was no different.  My eggplant parmesan was mouth-watering accompanied with their house Chianti.  Friday night live jazz always a pleasure.  Thanks, Julie, for noticing my hair...yours was adorable as well!  BTW...the place was packed...you may need a reservation!
",LABEL_2,Positive,0.980510413646698
"WARD is the best bartender. I hope that when I grow up one day I can be JUST like him. When he tells stories, they're so amazing, you'll want to hear them twice ;)
",LABEL_2,Positive,0.987250804901123
"Love this bar! GREAT affordable food! Awesome gambling promotions! Free Slot Tournament on Sat night at 7! Bartenders are the best!
",LABEL_2,Positive,0.9923118948936462
"Irene's was my favorite spot to drink whilst on vacation. We ordered a pizza and I don't remember what my bf ordered, a burger, I think Our pizza was really good. I think it had jalepenos and sausage. And maybe extra cheese It was like $7. Had two drinks while we sat and enjoyed the company. The bartender was so sweet and friendly. They have a daily contest where you can win cash money if you come a few days a month and gamble there. It wouldn't work if you don't live there so I tuned out on the details. I ",LABEL_2,Positive,0.9618973731994629
"When I lived in Vegas I was right behind the place. I was coming home from a mid week bender in the strip. Didn't feel like going home and I was all jacked up on vodkared bull and hungry. I stopped in here cuz I hadn't checked it out. Met someone right away from the Chicago burbs. Bartender was a cool guy. Had a pizza and I'm from Chicago so I'm a pizza snob. I was kinda drunk but that fawker tasted great. Had a beer or two then stumbled home and passed out.
",LABEL_2,Positive,0.669400691986084
"I take clients to clubs for lunch when I am in Charlotte on business. I travel all over and was not expecting much in Charlotte. I had gone to one uptown club a few times and it was nice.  I went to a Friday lunch special at The Men's Club from a hotel referral. It is remarkably nice inside, good staff, good music and a better menu than the hotel I was staying in. It was something I would have expected in Las Vegas, not Charlotte. I will go back every time I am in town.
",LABEL_2,Positive,0.946757972240448
"This is by far the best strip club in Charlotte. I come here on Wednesdays for the lunch buffet during the day which is always a steal for 10$ all you can eat plus admission into the club. Otherwise I usually come on Friday or Saturday night when its packed with girls. The seating is comfortable and 1 large stage and three mini side stages. Girls are friendly and most are above a 7. Dances are 20$ and worth every penny. My favorite there is Bianca who is amazing in VIP.
",LABEL_2,Positive,0.9865953922271729
"Love the place, very friendly staff and definitely the hottest girls in town. Nonpushy girls which is a big plus. Very classy and clean, definitely not your typical strip club. The food is very good and reasonably priced. Check it out, you won't be sorry!!
",LABEL_2,Positive,0.9914990067481995
"Not only does this club have gorgeous entertainers, on point service from bartenders and waitresses, and an upscale environment, but the food is absolutely AMAZING!  They just added a ton of new items to their menu.  I highly recommended the Bison Cheddar Meatloaf and the Bone in Pork Chop topped with crawfish.  They have some great specialty cocktails with catchy names like the Wet Panty and Carmel Apple Tittay.This is not your typical strip club.  Everyone here is very polite (you won't get hounded for a ",LABEL_2,Positive,0.9876496195793152
"Great food and atmosphere.  Very upscale and friendly.  Favorite is the kick-ass filet for dinner.  Great lunch specials too.
",LABEL_2,Positive,0.9885799288749695
"This is by far the nicest place in Charlotte to go as far as a men's club. They have a nice breakfast which is actually pretty good after 2 a.m. The girls for the majority are good looking. The ambiance is very nice and the complimentary valet is nice! I def recommend this place.
",LABEL_2,Positive,0.9925758838653564
"Brought a group of my good friends over for a bachelorette party and we had an amazing time! The bartender Leah was on point all night and kept us having an amazing time! Will DEFINATELY be bak a lot more! Thank you!DJ EVO
",LABEL_2,Positive,0.9933856129646301
"I came to The Men's Club of Charlotte with DJ Evo and some friends. We had a great time. Leah was our Bartender. She was excellent and helpful with recommending some great drinks. Had a great time.
",LABEL_2,Positive,0.9910797476768494
"INDOOR SMOKING (when I'm looking for it) IS TOTALLY AWESOME!We came in here one night after an already long night of drinking.  The place was quiet, but the bar was incredibly well stocked, they allowed indoor smoking, and sold a range of cigars.  What's not to love, rightWe closed the place down... at some point, we ordered a delivery pizza.  The bartender was a ton of fun, told great stories, fed the jukebox with great songs (and let us pick about half of them) and really kept us going.  The prices were r",LABEL_2,Positive,0.986506462097168
"Oooooo....under new management! Humidors are fully stocked, drinks are delicious, and there is regular music. The new owners are wonderfully gracious hosts, and each time I go I meet a new friend. Best newold Fitchburg hangout!
",LABEL_2,Positive,0.9909985065460205
"They hired a new bartender. It was his first night on Sat. If I remember correctly I think his name is David. Gosh, I'm probably totally wrong though.Anyway, he's tended at a couple different places. He made 1 damn good Jamaican 10 Speed. I dislike Malibu so I asked for Parrot Bay. Delicious. I hope he sticks around for a while.There was a late last call on Sat too. They were still serving right up till 2. They pretty much called last call at 1:50. So I think we got out of there around 2:15.Oh, & I finally ",LABEL_1,Neutral,0.42646104097366333
"try the wings, ask for honey bbq! they are the best
",LABEL_2,Positive,0.9665433168411255
"Very cool divey casinobar with some of the friendliest people in vegas working there.  Been coming here for years and I never get tired of it.  You get mardi gras beads as you walk in and immediately after someone is there to get you a drink.  A couple of minutes later you are gaming, drinking and having a great time, and occasionally you really do win money and I mean real money, no tickets here so don't put a hundred in and then try to cash out, you'll be so loaded down with nickels and quarters you won't",LABEL_2,Positive,0.9438460469245911
"ELVIS!!! well the slot machines. i love this place. their machines pay out coins. you can put coins in them as well. i love the sound of cashing out and hearing the coins. they have raffles every half hour.i always have a great time here.
",LABEL_2,Positive,0.9915579557418823
"I'm giving this place 5 stars because I've got a long story behind it.  To make it short, the yard long frozen drinks with the extra shot for a dollar caused me to get married on the fly. And actually the second one I had a WELL-POURED extra shot of Bacardi 151, almost filled up the entire bowl in the bottom of the yard long!!  The county almost wouldn't give us a marriage license!!  But that was nearly 7 years ago, and eveyrthing has worked out really well.  I do remember the place being very fun and crazy",LABEL_2,Positive,0.9226464033126831
"We absolutely love this place! This has become our ""meetup"" spot downtown. It's a fun little dive. They give out beads and have raffles. They sell cool beads in the back and make awesome HUGE drinks in yards and footballs. They also have some old slots that you can't find very often, and the slots are fairly loose. We always win a bit of cash there. A small downside is that the slots are old school without tickets. They drop a ton of nickels if you win. It's minor though and actually kind of fun.It's not fa",LABEL_2,Positive,0.9770296812057495
"I love this place. The machines are fun and the coin aspect is a nice perk. The cocktail server is AWESOME! They are super quick and attentive! I always tip them well. You should too! You won't regret it!
",LABEL_2,Positive,0.9929781556129456
"Most fun on Fremont! I've had the best luck with pay out at these machines, the wait staff is usually great and you never have an empty or even near empty drink! The frozen drinks are fantastic and usually whoever is working back there knows their mixes and always creates something you'll enjoy! HIGHLY RECOMMEND!
",LABEL_2,Positive,0.9917987585067749
"FANTASTIC. Does not pretend to be anything more than what it is. The back bar is where its at, huge strong drink for 16 dollars, with a shot of ever clear for an extra 3. Worked like a charm. And they pay in coins! Brilliant
",LABEL_2,Positive,0.9311839938163757
"We came to town on Valentine's Day to celebrate my youngest son's 21st b-day (yes, it's on V-Day).  Sadly, the drive from L.A. was more hellish than usual and we got to our condo so late that we skipped out on driving to Fremont.  (however, we did find Ellis Island nearby and enjoyed that for what it is! see my review)I really wanted to make sure my sons went down to Fremont where I knew we'd end up in Bayou so we came Sunday after breakfast (Omelette House- divine!) .  I've been here before (of course, bac",LABEL_2,Positive,0.5246384739875793
"It's still as divey as ever here at La Bayou Casino.  It's run down, cramped and there's dusty stuff all over the walls and ceilings.  God knows I love this place!  It's one of the coolest places in downtown Vegas and they always get my business.From the time you walk in the door and get your beads and raffle ticket till the time you leave, it's non-stop free drinks, cool employees and loose slots.You know how most casinos only offer you free drinks when you are playing the $1 slots or better.  Not here!  I",LABEL_2,Positive,0.940625786781311
"If you are in Vegas, YOU MUST COME HERE!!!!This was one of the highlights of my recent trip to Vegas. La Bayou offers REAL nickel slots, frozen daiquiris, FREE drinks (if you are gambling, but it's nickel slots), and a dive-bar atmosphere. Upon arriving you are greeted by two ladies dresses in traditional vegas show girl feathers who hand out beads to customers. The beads really add to the kitsch environment of Fremont Street and La Bayou. You are also handed a lottery ticket to enter to win up to $10,000, ",LABEL_2,Positive,0.9390214085578918
"Not bad food, but this place isn't really a ""restaurant"" as much as it is one of the best drinking holes in Las Vegas, with a slick interior done up with tasteful neon and big televisions, a square bar, and one of the sexiest staffs in town. Food is pretty good too, but excessive drinking may give a slanted opinion on that one.
",LABEL_2,Positive,0.8036624789237976
"I really expected this place to be a disgusting, grimy, dive. I was shocked to discover a clean, comfortable, and beautifully decorated bar and restaurant. We ordered the gyro sliders, feta fries, and artichoke dip; all were delicious! Beers were only $4, which is an amazing deal in this town! We signed up for the Ladies' Club and saved 25% on our bill. This place could easily become my new favorite bar.
",LABEL_2,Positive,0.9647395610809326
"We were looking for a place to watch the Superbowl in Vegas and lucked into this gem. There was no cover charge and we had the best seat in the house. Service was excellent. Our waitress was Brittany and she was so on top of it. The food is very good too. Had the pizza and wing special, tasty and very inexpensive. Also had buckets of beer. Would definitely come again.
",LABEL_2,Positive,0.9890332221984863
"Love this place!  If you are looking for a good bar, pretty ladies and great food.  You have found it.  We reserved a couch for the SB this year and the service was over the top.  My drink was never dry and the food was perfect. The servers were delightful, engaging and wore revealing but not too revealing outfits.I know it may look sketchy from the outside, but highly recommended.
",LABEL_2,Positive,0.9892559051513672
"This is my local hang out when I come through Vegas.Great food, great staff, good drink prices, and the staff is awesome!Trish is Great!
",LABEL_2,Positive,0.9906631708145142
"Looks crapy outside, but this place rocks!!!   Killer food and a very nice staff.  EAT THERE!!!  Asian Ahi salad!!!!   The bomb!!!
",LABEL_2,Positive,0.934335470199585
"When you come to Vegas and you want REALLY, REALLY expensive vodka you will end up here unless you were completely mis-informed. If you really want to impress the vodka-lover you brought along then you better come here. Also, its in the Mandalay Hotel and Casino which is one of the better places to rest your feet in Las Vegas.
",LABEL_2,Positive,0.4606189429759979
"One word: Chernobyl .  Start your night with this cocktail.  Whether you have to beg, borrow or video poker your way to the bargain $12 that this thing costs...DO IT.  If you like vodka (in my case LOVE vodka), or even if you don't, this is the cocktail to end all cocktails. It's got something close to 5 shots in it plus a float of stoli elite (5 different kinds of vodka).  But it gets better...the drink doesn't taste like vodka.  It tastes like a delectable cranberrylimefizzy thing that won't give you so m",LABEL_2,Positive,0.6286332607269287
"My friends and I had a real good time here. If you like expensive vodka, then this is your place. But to attain the ultimate experience is to purchase a bottle of vodka and drink it in the vodka freezer.  You get to put on Russain types of winter coats and drink off of a bar made of ice. Dean Cain and the guy that owns the Ivanko barbellcompany have a vodka locker there.  The manager of the place is so cool that in addition to the bottle that my friends and I had, he also let us taste other vodkas that they",LABEL_2,Positive,0.9697170257568359
"Vodka is definitely the star here! Every martini I have tried here is fabulous!  We went once when it wasn't particularly crowded at the ice bar and our bartender put on a great show of serving our martinis even though we had all ordered something different.
",LABEL_2,Positive,0.9888830780982971
"
",LABEL_1,Neutral,0.445681095123291
"Not to be outdone is the food. Their lobster salad is definitely one of my favorites on the menu!  A little pricey Perhaps! But well worth it!
",LABEL_2,Positive,0.9840714931488037
"I think everybody looks good in a red room, so fun fugly folk like to hang here.  And I'm OK with that.Don't bother coming here to dine (honestly, I don't know why they even bother), but do come to swill.  Lots and lots of tasty boozy concoctions (it certainly helps that I looooove vodka) to enjoy.  And an ICE bar.  Imagine a drunken striptease on that  Super sexy one moment, catastrophic the next.
",LABEL_2,Positive,0.9348658919334412
"Mandana K, Dave H and myself wandered around Mandalay looking for any bar to be open at 3:30 in the afternoon.  We stumbled upon a statute of a beheaded Lenin, signaling the entrance to the Red Square, which didn't open until 4 PM.  Once 4 arrived, we were the first to walk into the bar that day, taking seats at the bar, which is made out of ice.  Since this is a Russian-themed bar, they stock a wide assortment of vodkas.  On their menu, they had pages and pages of specialty vodka drinks.  We decided to eac",LABEL_1,Neutral,0.7223696708679199
"MMMM From Russia with Love-The Ice bar is beautiful and the friendly and knowledgeable waitstaff will help you negotiate through the endless varieties of .... uh  .... wait..... oh yeah... vodka.  I recommend getting some flights and splitting them with friends. Vodka has as many genres as wine and each is a brilliant ice cold experience.   Gotta love those Ruskies!I also have to admit that they have a beautiful logo and the T-shirt is top notch.
",LABEL_2,Positive,0.9879151582717896
"A honest to gawd Vodka bar with an bar made of ice and Lenin's head in the top shelf  How can this place be less than 6 stars!I love going to Vegas, if nothing than getting blind drunk on potato booze.  The place is always packed and the staff is fast, and drinks are the stuff legendary nights start with a liberal dose of.  I would not live in Vegas, simply because of this place.  I'd never...ever...leave.
",LABEL_2,Positive,0.7899876832962036
"Mmm, tasty. Easily some of the best mixed drinks that I've ever had the pleasure of downing.I started off with a chocolate martini from the dessert menu, since their kitchen was closed and I still needed something sweet to finish off dinner. It was smooth without being overly cloying or creamy. Very drinkable and deliciously chocolatey. They even floated a white chocolate red square in the drink. Nice touch. I'm a lightweight, so that one martini was enough for me, but I did get to try some of my friends' d",LABEL_2,Positive,0.9875811338424683
I love this swanky joint..  If you are a vodka connoisseur andor like to try new or rare vodkas you will be in heaven.  Its a vodka bar in Mandalay Bay with so many brands and styles of vodka to choose from your head will be spinning.  I'm a Gibson fan (vodka martini w onion) so I asked the bartender what brand he recommended for a his favorite vodka martini served up..  I was introduced to Zyr (still not available in California) and this has since been my favorite brand.. Its filtered 9 times and distilled,LABEL_2,Positive,0.9836682677268982
I know Playboy Club has it's own reviews. Moon I also went to for a play date. Coming upstairs to walk into the medley of lights and fiber optics was simply amazing. It was more of an upscale version of Rain. It has a beautiful view of the Vegas Skyline. What got to me was the floors being lit up. The tables are metal with a mirrored finish. It kinda made me feel like a pervert watching girls dance on it...BUT WHO CARES! The dance floor is huge and the patio area is just amazing. Moon's roof has a huge vide,LABEL_2,Positive,0.9570306539535522
"This is a bonifide Vegas club!  Moon is located at the top of one of the Palms towers so the views are spectacular from the balcony to the restroom.  Yes, there's a floor-to-ceiling glass in the men's room.  And a urinal right next to it that makes it the one of the most breathtaking p!$$ spots in the world.  The club is also connected to the high-roller Playboy casino lounge where you can celebrity hunt.  The drinks are as stiff as the prices so bring lots of cash and drink heavily before you arrive.  The ",LABEL_2,Positive,0.882196307182312
"Fabulous club.I loved my night at Moon.We did bottle serviceVIP here and it was well worth the cost.  Well, okay - so we did bottle service for the boys, and for the girls - we got ourselves in but it took all of 15 seconds.   The management, bouncers and serversbusboys were all FABULOUS.  EXCELLENT service all around, I'd give it 10 stars if i could.   Every single person working at Moon that I had to deal with or talk to on this night was nothing short of stellar, and the treatment they gave us was  first",LABEL_2,Positive,0.9806811213493347
Awesome club.  Loved it absolutely loved it.  Maybe it was the fact that the bachelorette party I was in tacked on to a really cute set of bachelors at a bachelor party there and had a bottle service and therefore a table and therefore a place to sit but this club was great.  Fabulous music and a great dance floor.  The gogo dancers were awesome (not like some places where you look at the gogo dancer go and you cannot help but think to yourself .. hey I could do a better job)  and the bar tenders were serio,LABEL_2,Positive,0.9861401319503784
"This club was great, so great in fact that I danced so much I thought my feet were going to have to be amputated. The music was fantastic. We were put on some kind of list and immediately sent to the front of the line to be escorted right in. Not sure how that happened but given the line we by-passed, thank you. Plus someone gave us a drink while we waited for the elevator, thank you.
",LABEL_2,Positive,0.982220470905304
"It's places like these that makes me proud to be from here.  On a visit to my hometown, I stepped into this place via my peoples people.  They had nice bouncers, wonderful bartenders, fucking the best music I've ever heard at a clubraveloungestore ever, and laxed security.  They even let the girls rotate and go up and dance next to their residential dancers.  Their residential dancers were also better than those at other clubs like PURE.  This venue is definitely smaller than Rain and lacks the pyrotechnic ",LABEL_2,Positive,0.9488378167152405
"Went on a Sunday night a few weeks ago and thought it was great! Great mix of hip-hop, top 40, rock n roll etc. Impressive sound system on the outdoor deck. Spacious dancefloor that opens up to the night sky. Great views. Not sure how it would be to reserve a table, but the booths seem like they could hold up to 10 or more guests.
",LABEL_2,Positive,0.9880891442298889
"I'm not really a big club guy, maybe it's because I'm not a player (or is it playa  I can never keep track of what the kids say these days)  I hate lines, I hate cover charges, and I hate $12 drinks that should be $6. On this night I didn't have to worry about these things thanks to a friend of a friend of a friend who got us in without waiting and without a cover (we were more than happy to give him a nice tip though)  So we walk past the line and I'm feeling like Wayne and Garth holding up their backstage",LABEL_0,Negative,0.7232840061187744
"Moon is one of my favorite Vegas Clubs.  The vibe and people are great, the views from upstairs on the deck is spectacular, and you've gotta love a place with a retractable roof over the dance floor.  Have not done bottle service, but really no need; very easy to navigate even when we went on a busy Saturday.   Check this place out, you will not be disappointed.
",LABEL_2,Positive,0.99045729637146
"Loved Moon! The music was awesome and the crowd was great too. I went with like 14 of my friends and had a blast! We didn't have bottle service but the bouncer was nice enough to let us use an unreserved bottle service area. The only part that got me mad was the leaving part. You know how some clubs you have to try really hard to get IN Well we practically had to beg them to let us leave! They use an elevator and theres like a hundred people going up and down! It's really annoying but still loved it!
",LABEL_2,Positive,0.8935078382492065
"When damaging your liver it's best to use only the freshest and best quality ingredients and if you want to do some serious damage then you should definitely check out Mardi Gras.  They freshly squeeze the oranges and grapefruits in front of you for your Screwdrivers and Greyhounds so you don't have to worry about nasty impurities from the fruit juice ruining your cocktail.  Why make your liver work harder than it already has to.
",LABEL_0,Negative,0.6567396521568298
"My personal favorite Pittsburgh bar. Notorious for fresh juice and strong drinks. For the first few years I lived in pgh this was our standard last stop before heading home. Not once did I remember leaving the bar. Things have slowed down a bit since then, mostly because I've also learned to never order more then two drinks. It's also tiny, so if you want to sit down, get there early (or go during the week). Weekend crowds are ass to crotch throughout the entire place.
",LABEL_2,Positive,0.6925787329673767
"""Alright you bunch of booze bags, go home.""  I would probably end up staying for days on end if I wasn't told that at the end of the night.Great DrinksGreat Juke boxGreat Crowdand, wait for it........ a mrs. packman machine.
",LABEL_1,Neutral,0.39117223024368286
"Strong drinks, dark and smoky, cozy booths, great juke box.  This is a bar, this is your neighborhood bar.  If you need to meet someone for a drink and just talk it out - this is the place.  A good friend of mine always points out the ugly carpet.  Yep, the carpet here is ugly, but at least it is new.  And the place is dark so you never really see the carpet anyways.
",LABEL_2,Positive,0.4294590950012207
"MS. PAC-MAN...drinks, and cool laid back setting, with great jukebox..very mellow, sit back, sip, and listen to buckets of rain by dylan and your night is complete
",LABEL_2,Positive,0.9638801217079163
"I lived across the street from Mardi Gras for a year.  It was a pleasure I can't begin to describe.
",LABEL_2,Positive,0.9748145937919617
"This is a total hidden gem. I was unaware that this bar existed till a friend took me here. We were sitting across the street at Mario's and he says to me, ""You want to go some place else and get some STRONG drinks"" This proposition not only got me excited, but piqued my interest. Where are we going and why don't I know about this placeOnce we made it inside and up the long set of stairs (I can see myself taking a digger down these after a few Manhattens) you enter the dark, semi smokey bar. This place is d",LABEL_2,Positive,0.9061916470527649
"Some serious old school 80's glamour waits up the long flight of stairs to Marti Gras.  There's something magical about this dive--even the smoke doesn't seem to bother me...Actually, it's probably the strong drinks that are responsible for that...Which may be made with magic.  Who can say  But I'm a sucker for any sort of sweet vodka cocktail in a martini glass, and the drinks here will knock a girl off her heels.  Luckily, there's always an attentive bartender waiting to mix one more cocktail.But this ain",LABEL_2,Positive,0.5093467831611633
"This is one of my favorite bars in Pittsburgh! The drinks will punch you in the face, if that weird looking guy next to you won't. It's a great escape from the bro-scene that is most of Walnut St. and they have booths which themselves would be enough to make me love this place. I've had many sloppy nights here and made many stranger friends. Order a greyhound and watch the bartender squeeze fresh juice into your drink and kick it with strangers at the bar.
",LABEL_2,Positive,0.9613445401191711
"Mardi Gras is a far cry from most other bars in Shadyside, and in the best possible way.  Dark, smoky, smaller than most establishments, frequented by older patrons and a jukebox with fantastic music from the 60s onward are just a few traits that make Mardi Gras a fantastic barroom.Add to that exceptionally strong, but delicious, drinks, and bartenders that like to keep their clients pleased, and you've got a combination that's hard to find anywhere else in Pittsburgh.  Mardi Gras also has a perfect nostalg",LABEL_2,Positive,0.9683482050895691
"When I die, I want my ashes scattered at Phil's.Sports on television; decent music; cheap beer specials; convenient uptown location; and friendly, attractive waitresses.  I'm not sure what else you could ask forFor those of you wondering where the deli is, in this Deli-Tavern, it is simple:  At lunchtime, it's a deli--anything with pastrami or corned beef is decent on the menu.  In the evening, it's a tavern--eat before you drink, unless you want appetizers (which are half price from 4-6).
",LABEL_1,Neutral,0.44424644112586975
"I'm from Chicago suburbs, so I'm used to townie dive bars and this place is great! The service was great! Richard, the manager was fantastic and made us feel at home. They were playing the Hawks game on the tvs and any bar playing the Hawks is a bar of mine! You HAVE to try the virtual bowling game! So much fun!!
",LABEL_2,Positive,0.9922109842300415
"Under new ownership and management! Great staff, surprisingly tasty food and awesome drink specials! 5.00 red bull and vodka uptown!
",LABEL_2,Positive,0.9874825477600098
"Drinks are stiff, and the bartender is awesome.  I lived in this town for 26 years and didn't know this place existed.  Come in and ask for Justin, he'll treat you right.  He makes a mad decent Tom Collins.The summer sausage sandwich is a pure Sconnie experience and paired with the mini corn dogs is the bees' knees.The sound system is nice and the jukebox is deep if that matters to you.
",LABEL_2,Positive,0.9748644232749939
"The bar is now called Slice's. Bullit is gone (thank god). Great friendly service, great food and the owner is cute as a button. Justin no longer works there but Kimmy and Brian will treat you right. There mixology is beyond reproach. Great fish fry and even better burgers.
",LABEL_2,Positive,0.9702343940734863
"I try to not speak like a rapper, but ""haters gonna hate.""Seriously, this place is a dive bar, not a high-end french restaurant.  The servers sometimes double as bartenders.  You do not go to this place for the fast service, that is what people made McDonald's for.  You go for the 1lb. burgers!  They range from $7-$8.  How do they make moneyIs it the best burger  No.  Is it in the top 5 of burgers that I have eaten  Yes.  Definitely.  Everything is well thought out right down the to the bun choice.  The bur",LABEL_1,Neutral,0.43535855412483215
"If you are craving a massive bar burger from a towny bar, this is the place to go. The burgers are so large that you should plan on cutting it in half and take the other half home. They are excellent!If you order the bacon burger, you can expect at least 6 plus long stripes on bacon on it, I was completely amazed with the quantity and quality of the burger. Amazing. I have also been to the Eagle Crest on Taco Tuesday. Prepare yourself for the largest taco you will ever see. If you order the taco salad they ",LABEL_2,Positive,0.9809954762458801
"Yum, yum, yum.  I felt the need to update the restaurant.  Nothing has changed and that is what I love!Consistency is appreciate when the quality is so high.  I appreciate that their burgers are as special, juicy and flavorful as always.  They are not trying to dress up the place or make things so fancy.  The truth is, they stick to good, simply and quality food.  So thank you for staying the same and staying fabulous.
",LABEL_2,Positive,0.9818136692047119
"One liner:  perch rocksIf you are looking for an awesome perch fish fry, Villa is your place.  One of the best I have eaten...light greasing and no grease.  It is Canadian Lake perch if that matters to anyone.Small and cozy neighborhood bar!
",LABEL_2,Positive,0.977399468421936
"My husband and I love this little gem of a neighborhood bar. We are constantly on the hunt for best ""bar burger"" (so we have a lame hobby...whatever, it's fun!) and we agree that Villa Tap is one of the best bar burgers in town. Jenny St ground chuck, fresh veggies on the burgs, good bun, also they have good apps (love the cheddar broccoli bites)...all good so far. Good Bloody Mary's too. We haven't tried the fish fry yet, but it's on the to-do list. We actually went there for Valentine's Day - wanted to av",LABEL_2,Positive,0.9895613789558411
